"id","zobrazení_cz","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sber","stanoviste","barva kvetu","Bezpečnost","zobrazení"
"R0011","bez červený","sambucus racemosa","bez_cerveny","sambucus_racemosa","https://www.brvohorik.cz/l/bez-cerveny/","ker","nachlazeni | chripka | kasel | zanety_dychacich_cest | horecka | oslabena_imunita | otoky | revmaticke_potize","plíce | krevní_oběh | močový_měchýř | ledviny","potopudne | mocopudne | protizanetlive | detoxikacni | imunostimulacni | antioxidantni | snizuje_horecku | podporuje_poceni","plod | kvet","kvet: duben | kveten ; plod: cerven | cervenec","lesy | lesni_okraje | zahrady","bila","2","on"
"R0012","bez chebdí","sambucus ebulus","bez_chebdi","sambucus_ebulus","https://www.brvohorik.cz/l/bez-chebdi/","bylina",,,,"plod | oddenek","plod: srpen | zari ; oddenek: brezen | duben | rijen | listopad","lesni_okraje | lesni_cesty | paseky | krovinne_strane | vinice | rumiste","bila | ruzova","3","on"
"R0013","bledule jarní","leucojum vernum","bledule_jarni","leucojum_vernum","https://www.brvohorik.cz/l/bledule-jarni/","bylina",,,,"cibule | kvet","cibule: zari | rijen ; kvet: unor | brezen","vlhke_louky | luzni_lesy | brehy_potoku","bila","3","on"
"R0014","bodlák obecný","carduus acanthoides","bodlák_obecný","carduus_acanthoides","https://www.brvohorik.cz/l/bodlak-obecny/","bylina",,,,"koren | nat","nat: cerven | cervenec | srpen (koren)-koren: zari | rijen","rumiste | louky | u_cest","fialova","1","on"
"R0015","bolehlav plamatý","conium maculatum","bolehlav_plamaty","conium_maculatum","https://www.brvohorik.cz/l/bolehlav-plamaty/","bylina",,,,"nat | koren","nat: cerven | cervenec ; koren: zari | rijen","rumiste | u_cest | brehy_vod | krovinne_porosty","bila","3","on"
"R0016","bolševník obecný","heracleum sphondylium","bolsevnik_obecny","heracleum_sphondylium","https://www.brvohorik.cz/l/bolsevnik-obecny/","bylina",,,,"koren | nat","koren: zari | rijen ; nat: kveten | cerven | cervenec","louky | u_cest | vlhke_louky | rumiste","bila","2","on"
"R0017","borovice černá","pinus nigra","borovice_cerna","pinus_nigra","https://www.brvohorik.cz/l/borovice-cerna/","strom","nachlazeni | kasel | zanety_dychacich_cest",,"antisepticke | expektoracni | protizanetlive | posiluje_imunitu","jehlice | pupeny | pryskyrice","pupeny: brezen | duben ; jehlice: celorocne ; pryskyrice: celorocne","lesy | parky | pestovane_plochy","zluta","1","on"
"R0018","borovice přímořská","pinus pinaster","borovice_primorska","pinus_pinaster","https://www.brvohorik.cz/l/borovice-primorska/","strom","nachlazeni | kasel | zanety_dychacich_cest | oslabená_imunita",,"antisepticke | expektoracni | protizanetlive | posiluje_imunitu","jehlice | pryskyrice | kura","jehlice: celorocne ; pryskyrice: celorocne ; kura: jaro | podzim","primorske_oblasti | pestovane_plochy","zluta","2","on"
"R0019","borovice sosna","pinus sylvestris","borovice_sosna","pinus_sylvestris","https://www.brvohorik.cz/l/borovice-sosna/","strom","nachlazeni | kasel | zanety_dychacich_cest | revmaticke_potize",,"antisepticke | expektoracni | protizanetlive | prohrejvaci","jehlice | pupeny | pryskyrice","pupeny: brezen | duben ; jehlice: celorocne ; pryskyrice: celorocne","lesy | pisky | horske_oblasti","zluta","1","on"
"R0020","broskvoň obecná","prunus persica","broskvon_obecna","prunus_persica","https://www.brvohorik.cz/l/broskvon-obecna/","strom",,,,"plod | list | kvet","kvet: brezen | duben ; plod: cervenec | srpen | zari ; list: kveten | cerven","zahrady | sady | pestovane_plochy","ruzova",,"on"
"R0021","brusnice borůvka","vaccinium myrtillus","brusnice_boruvka","vaccinium_myrtillus","https://www.brvohorik.cz/l/brusnice-boruvka/","ker","prujem | zanety_mocovych_cest | oslabená_imunita | potize_se_zrakem",,"svíravé | protizanetlive | antioxidantni | podporuje_zrak | dezinfekcni_na_mocove_cesty","plod | list","plod: cervenec | srpen ; list: kveten | cerven","lesy | horske_lesy | kyselé_pudy","ruzova | zelena","1","on"
"R0022","brusnice brusinka","vaccinium vitis-idaea","brusnice_brusinka","vaccinium_vitis-idaea","https://www.brvohorik.cz/l/brusnice-brusinka/","ker","zanety_mocovych_cest | zanet_mocoveho_mechyre | bakterialni_infekce_mocovych_cest | prujem",,"dezinfekcni_na_mocove_cesty | protizanetlive | svíravé | antioxidantni","plod | list","plod: zari | rijen ; list: kveten | cerven","lesy | vresoviste | horske_oblasti","bila | ruzova","1","on"
"R0023","brutnák lékařský","borago officinalis","brutnak_lekarsky","borago_officinalis","https://www.brvohorik.cz/l/brutnak-lekarsky/","bylina","nervove_potize | stres | vycerpani | zanet_ledvin | horecka | revmaticke_bolesti | zanety_mocoveho_mechyre | zanety_dychacich_cest",,"sedativni | mocopudne | protizanetlive | potopudne | cisti_krev | posiluje_nervovy_system | podporuje_metabolismus","nat | semeno","nat: cerven | cervenec ; semeno: srpen | zari","zahrady | pestovane_plochy | zahony","modra","2","on"
"R0024","bršlice kozí noha","aegopodium podagraria","brslice_kozi_noha","aegopodium_podagraria","https://www.brvohorik.cz/l/brslice-kozi-noha/","bylina","dna | revma | revmatoidni_artritida | revmatismus | revmaticke_bolesti | bolesti_kloubu | bolesti_svalu | bolesti_zad | bolest_nohou | bolesti_bricha | bolesti | krece | zanety | zanety_mocovych_cest | kozni_zanety | zanety_dychacich_cest | nachlazeni | chripka | otoky | svedeni | tezke_nohy | snizena_funkce_metabolismu | unava | jarni_unava | prekyseleni_organismu","močový_měchýř | ledviny | slezina","analgeticke | antisepticke | antioxidacni | antirevmaticke | imunostimulacni | detoxikacni | cistici | protizanetlive | hojive | mocopudne | odvodnujici | odkyselujici | pomaha_vylucovat_kyselinu_mocovou | zmiruje_otoky | zmirnuje_svedeni | podporuje_funkci_sleziny | posiluje_ledviny | cisti_ledviny | cisti_krev | podporuje_krevni_obeh | posiluje_imunitu | podporuje_traveni | podporuje_dychaci_system | podporuje_metabolismus | ulevuje_od_bolesti | ulevuje_od bolesti pri chripkovem_onemocneni | ulevuje_pri_otocich | urychluje_hojeni_ran_a_odrenin | zmirnuje_krece_bricha | pusobi_jako_prirodni_deodorant | doplnuje_vitamin C","list | oddenek","list: brezen | duben | kveten ; oddenek: zari | rijen | listopad","lesy|krovi|vlhka_stanoviste","bila","1","on"
"R0025","buk lesní","fagus sylvatica","buk_lesni","fagus_sylvatica","https://www.brvohorik.cz/l/buk-lesni/","strom",,,,"list | plod | kura","list: kveten | cerven ; plod: zari | rijen ; kura: brezen | duben","listnate_lesy | parky | horske_lesy","zelena","2","on"
"R0026","bukvice lékařská","betonica officinalis","bukvice_lekarska","betonica_officinalis","https://www.brvohorik.cz/l/bukvice-lekarska/","bylina","bolesti_hlavy | nervozita | potize_s_travenim | kasel | nachlazeni",,"uklidnujici | protizanetlive | podporuje_traveni | expektoracni | tonizacni","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec","louky | pastviny | lesni_okraje","fialova","1","on"
"R0027","buřina srdečník","leonurus cardiaca","burina_srdecnik","leonurus_cardiaca","https://www.brvohorik.cz/l/burina-srdecnik/","bylina","buseni_srdce | vysoky_krevni_tlak | nervozita | uzkost | menstruační_potize",,"uklidnujici | kardiotonicke | snizuje_krevni_tlak | protikrecove | sedativni","nat","nat: cerven | cervenec | srpen","zahrady | u_cest | rumiste","ruzova | fialova","2","on"
"R0028","bělotrn kulatohlavý","echinops sphaerocephalus","belotrn_kulatohlavy","echinops_sphaerocephalus","https://www.brvohorik.cz/l/belotrn-kulatohlavy/","bylina",,,,"koren | semeno","koren: zari | rijen ; semeno: srpen | zari","suche_strane | louky | stepi | u_cest","modra","2","on"
"R0029","bělotrn modrý","echinops ritro","belotrn_modry","echinops_ritro","https://www.brvohorik.cz/l/belotrn-modry/","bylina",,,,"koren | semeno","koren: zari | rijen ; semeno: srpen | zari","suche_strane | stepi | louky | zahrady","modra","2","on"
"R0030","brslen evropský","euonymus europaeus","brslen_evropsky","euonymus_europaeus","https://www.brvohorik.cz/l/brslen-evropsky/","ker | strom",,,,"plod | list","plod: zari | rijen ; list: kveten | cerven","lesni_okraje | krovinne_porosty | parky","zelena","3","on"
"R0031","břečťan popínavý","hedera helix","brectan_popinavy","hedera_helix","https://www.brvohorik.cz/l/brectan-popinavy/","liana | ker","kasel | zanet_prudusek | zahleneni | revmaticke_potize",,"expektoracni | protizanetlive | spasmolyticke","list","list: celorocne","lesy | parky | zahrady | zdi","zelena","3","on"
"R0032","bříza bělokorá","betula pendula","briza_belokora","betula_pendula","https://www.brvohorik.cz/l/briza-belokora/","strom","nemoci_ledvin | nemoci_cev | nemoci_srdce | nemoci_slinivky | oslabena_jatra | zanety | zanety_mocovych_cest | potize_s_mocenim | mocovy_pisek | mocove_kameny | ledvinove_kameny | osteoporoza | revma | revmatismus | revmatoidni_artritida | revmaticke_bolesti | bolesti_kloubu | nemoci_kloubu | dna | otoky | zavodneni | zadrzovani_vody | cevni_potize | poruchy_traveni | kozni_zanety | ekzemy | vyrazky | akne | mastna_plet | lupy | spatna_kvalita_vlasu | lamani_vlasu | vypadavani_vlasu | vysoka_hladina_ldl_cholesterolu | unava | rekonvalescence","močový_měchýř | ledviny | jatra | krevní oběh | slezina","analgeticke | antioxidacni | protizanetlive | hojive | detoxikacni | cistici | odvodnujici | potopudne | mocopudne | cisti_mocovy_mechyr | podporuje_cinnost_mocoveho_ustroji | cisti_ledviny | podporuje_cinnost_ledvin | cisti_krev | podporuje_krevni_obeh | harmonizuje_slezinu | harmonizuje_slinivku | podporuje_traveni | detoxikuje_jatra | cisti_jatra | podporuje_cinnost_jater | cisti_streva | podporuje_cinnost_strev | snizuje_spatny_ldl_cholesterol | cisti_plet | omlazuje_plet | zlepsuje_kvalitu_pokozky | zlepsuje_kvalituvlasu | zlepsuje_pruznost_vlasu | posiluje_vlasove_korinky | cisti_vlasovou_pokozku | posiluje_imunitu | zlepsuje_metabolismus | priznive_pusobi_na_kardiovaskularni_system | silne_mocopudne_ucinky | posiluje_obranyschopnost_celeho_organismu | zakladni_drenazni_rostlina","míza | kůra | pupen | list","miza: brezen ; pupen: brezen ; kura: brezen | duben ; list: duben | kveten","svetle_lesy|paseky|okraje_lesu","zelena","1","on"
"R0033","bříza pýřitá","betula pubescens","briza_pyrita","betula_pubescens","https://www.brvohorik.cz/l/briza-pyrita/","strom","zanety_mocovych_cest | zanet_ledvin | otoky | revmaticke_potize",,"mocopudne | protizanetlive | detoxikacni | podporuje_vylucovani","list | pupen | kura","list: kveten | cerven ; pupen: brezen | duben ; kura: brezen | duben","vlhke_lesy | raseliniste | mokrady","zluta | zelena","1","on"
"R0034","cesmína ostrolistá","ilex aquifolium","cesmina_ostrolista","ilex_aquifolium","https://www.brvohorik.cz/l/cesmina-ostrolista/","ker",,,,"list | plod","list: celorocne ; plod: rijen | listopad","lesy | parky | zahrady","bila","3","on"
"R0035","chaluha bublinatka","fucus vesiculosus","chaluha_bublinatka","fucus_vesiculosus","https://www.brvohorik.cz/l/chaluha-bublinatka/","rasa","nedostatek_jodu | poruchy_stitne_zlazy | zpomaleny_metabolismus",,"podporuje_metabolismus | doplnuje_jod | detoxikacni","cela_rasa","cela_rasa: celorocne","more | pobrezni_oblasti","hneda","2","on"
"R0036","chmel otáčivý","humulus lupulus","chmel_otacivy","humulus_lupulus","https://www.brvohorik.cz/l/chmel-otacivy/","bylina | liana","nespavost | nervozita | stres | uzkost | nechutenstvi | potize_s_travenim",,"sedativni | uklidnujici | podporuje_spanek | podporuje_traveni | protikrecove","samici_sistice","samici_sistice: srpen | zari","brehy_rek | luzni_lesy | krovinne_porosty | zahrady","zelena","2","on"
"R0037","chrpa luční","centaurea jacea","chrpa_lucni","centaurea_jacea","https://www.brvohorik.cz/l/chrpa-lucni/","bylina",,,,"kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","louky | pastviny | lesni_okraje","fialova","1","on"
"R0038","chrpa modrá","centaurea cyanus","chrpa_modra","centaurea_cyanus","https://www.brvohorik.cz/l/chrpa-modra/","bylina","zanety_oci | unava_oci | otoky | zanety_mocovych_cest | potize_s_travenim",,"protizanetlive | mocopudne | uklidnujici | hojive","kvet","kvet: cerven | cervenec | srpen","pole | obilna_pole | louky | u_cest","modra","1","on"
"R0039","chryzantéma","chrysanthemum","chryzantema","chrysanthemum","https://www.brvohorik.cz/l/chryzantema/","bylina","nachlazeni | horecka | zanety_oci | bolesti_hlavy",,"protizanetlive | antipyreticke | zklidnujici | antioxidantni","kvet","kvet: zari | rijen","zahrady | pestovane_plochy","zluta | bila | ruzova","1","on"
"R0040","denivka plavá","hemerocallis fulva","denivka_plava","hemerocallis_fulva","https://www.brvohorik.cz/l/denivka-plava/","bylina",,,,"kvet | koren","kvet: cerven | cervenec ; koren: zari | rijen","zahrady | vlhke_lokality | u_vod","oranzova","1","on"
"R0041","devětsil bílý","petasites albus","devetsil_bily","petasites_albus","https://www.brvohorik.cz/l/devetsil-bily/","bylina",,,,"list | oddenek","list: kveten | cerven ; oddenek: zari | rijen","vlhke_lesy | brehy_potoku | horske_lokality","bila","2","on"
"R0042","devětsil lékařský","petasites hybridus","devetsil_lekarsky","petasites_hybridus","https://www.brvohorik.cz/l/devetsil-lekarsky/","bylina","migrena | bolesti_hlavy | kasel | nachlazeni | alergie",,"protizanetlive | spasmolyticke | analgeticke | expektoracni","list | oddenek","list: kveten | cerven ; oddenek: zari | rijen","brehy_vod | vlhke_louky | prikope","ruzova | bila","2","on"
"R0043","divizna brunátná","verbascum phoeniceum","divizna_brunatna","verbascum_phoeniceum","https://www.brvohorik.cz/l/divizna-brunatna/","bylina",,,,"pryskyrice","pryskyrice: celorocne","subtropicke_oblasti | pestovane_plochy","bila","2","on"
"R0044","divizna černá","verbascum nigrum","divizna_cerna","verbascum_nigrum","https://www.brvohorik.cz/l/divizna-cerna/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | paseky | okraje_lesu | u_cest","zluta","1","on"
"R0045","divizna malokvětá","verbascum thapsus","divizna_malokveta","verbascum_thapsus","https://www.brvohorik.cz/l/divizna-malokveta/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | u_cest | rumiste | suche_strane","zluta","1","on"
"R0046","divizna velkokvětá","verbascum densiflorum","divizna_velkokveta","verbascum_densiflorum","https://www.brvohorik.cz/l/divizna-velkokveta/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | u_cest | rumiste | suche_strane","zluta","1","on"
"R0047","dobromysl obecná","origanum vulgare","dobromysl_obecna","origanum_vulgare","https://www.brvohorik.cz/l/dobromysl-obecna/","bylina","potize_s_travenim | nadymani | kasel | nachlazeni | zanety_dychacich_cest",,"protizanetlive | antisepticke | podporuje_traveni | expektoracni | antibakterialni","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","suche_louky | strane | u_cest | zahrady","ruzova | fialova","1","on"
"R0048","dračínec dračí","dracaena draco L.","dracinec_draci","dracaena_draco L.","https://www.brvohorik.cz/l/dracinec-draci/","strom",,,,"pryskyrice","celorocne","subtropicke_oblasti | pestovane_plochy","bila","2","on"
"R0049","dračínec rumělkový","dracaena cinnabari","dracinec_rumelkovy","dracaena_cinnabari","https://www.brvohorik.cz/l/dracinec-rumelkovy/","strom",,,,"pryskyrice","pryskyrice: celorocne","subtropicke_oblasti | sucha_oblasti",,"2","on"
"R0050","drmek obecný","vitex agnus-castus","drmek_obecny","vitex_agnus-castus","https://www.brvohorik.cz/l/drmek-obecny/","ker","hormonalni_nerovnovaha | nepravidelna_menstruace | bolestiva_menstruace | pms | neplodnost | menopauza",,"hormon_regulacni | reguluje_menstruacni_cyklus | podporuje_plodnost | uklidnujici","plod","plod: zari | rijen","zahrady | pestovane_plochy | teple_oblasti","fialova","2","on"
"R0051","dub letní","quercus robur","dub_letni","quercus_robur","https://www.brvohorik.cz/l/dub-letni/","strom","prujem | zanety_dutiny_ustni | krvaceni_z_dasni | kozni_problemy | rany",,"svíravé | protizanetlive | hojive | zastavuje_krvaceni","kura | plod","kura: brezen | duben ; plod: zari | rijen","lesy | parky | aleje","zelena","1","on"
"R0052","dub zimní","quercus petraea","dub_zimni","quercus_petraea","https://www.brvohorik.cz/l/dub-zimni/","strom","prujem | zanety_dutiny_ustni | krvaceni_z_dasni | kozni_problemy | rany",,"svíravé | protizanetlive | hojive | zastavuje_krvaceni","kura | plod","kura: brezen | duben ; plod: zari | rijen","lesy | horske_lesy | parky","zelena","1","on"
"R0053","durman obecný","datura stramonium","durman_obecny","datura_stramonium","https://www.brvohorik.cz/l/durman-obecny/","bylina",,,,"list | semeno","list: cerven | cervenec | srpen ; semeno: srpen | zari","rumiste | pole | u_cest","bila | fialova","3","on"
"R0054","dřín obecný","cornus mas","drin_obecny","cornus_mas","https://www.brvohorik.cz/l/drin-obecny/","ker | strom","prujem | potize_s_travenim | oslabená_imunita | horecka",,"svíravé | posilujici | protizanetlive | podporuje_traveni","plod | kvet | kura","kvet: unor | brezen ; plod: srpen | zari | rijen ; kura: brezen | duben","lesni_okraje | krovinne_porosty | zahrady","zluta","1","on"
